restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,clean_name
Karnataka Biriyani Paradise,quick bites,3.4,10,300.0,No,No,"north indian, biryani",frazer town,frazer town,Karnataka Biriyani Paradise
Karnataka Biryani Point,quick bites,2.8,40,200.0,Yes,No,biryani,malleshwaram,malleshwaram,Karnataka Biryani Point
Karnataka Briyani point,quick bites,3.2,5,300.0,No,No,"north indian, chinese",rajajinagar,peenya,Karnataka Briyani point
Kartik,"casual dining, bar",3.4,6,700.0,No,No,"chinese, north indian",kalyan nagar,banaswadi,Kartik
Kartik's Mithai Shoppe,quick bites,3.8,72,150.0,No,No,"mithai, street food",whitefield,whitefield,Kartik's Mithai Shoppe
Kasol Cafe,quick bites,2.8,40,400.0,No,No,"bengali, continental",indiranagar,indiranagar,Kasol Cafe
Kataria's Home Food,quick bites,3.1,40,250.0,Yes,No,"north indian, chinese",koramangala 4th block,btm,Kataria's Home Food
Kataria's Pakwan,quick bites,3.2,96,400.0,Yes,No,north indian,banashankari,kumaraswamy layout,Kataria's Pakwan
Kathi Junction,quick bites,2.8,44,400.0,Yes,No,"rolls, north indian, mughlai",electronic city,electronic city,Kathi Junction
Katriguppe Donne Biryani,quick bites,3.2,4,300.0,No,No,north indian,banashankari,banashankari,Katriguppe Donne Biryani
Kaulige Millet Corner,quick bites,3.3,4,150.0,No,No,"healthy food, south indian",basavanagudi,basavanagudi,Kaulige Millet Corner
Kava - Fairfield by Marriott,casual dining,3.9,284,1500.0,No,Yes,"north indian, south indian, continental",bellandur,bellandur,Kava - Fairfield by Marriott
Kava Bar - Fairfield By Marriott,bar,3.4,10,1800.0,No,No,"north indian, south indian, continental",rajajinagar,rajajinagar,Kava Bar - Fairfield By Marriott
Kava Kitchen & Bar - Fairfield by Marriott,"casual dining, bar",3.9,69,1200.0,No,No,"north indian, south indian, continental, american, asian",brookefield,whitefield,Kava Kitchen & Bar - Fairfield by Marriott
Kavali,quick bites,4.0,42,300.0,No,No,"south indian, street food",banashankari,banashankari,Kavali
Kavya Sagar,quick bites,2.9,10,250.0,No,No,"south indian, north indian",brigade road,richmond road,Kavya Sagar
Kawaii,dessert parlor,3.8,138,500.0,Yes,No,"desserts, ice cream",bellandur,hsr,Kawaii
KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,fine dining,4.4,858,3000.0,No,Yes,"asian, japanese, thai",brigade road,lavelle road,KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©
KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,fine dining,4.4,885,3000.0,No,Yes,"asian, japanese, thai",lavelle road,lavelle road,KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©
KBC - Kebab Biryani Curry,quick bites,3.4,38,400.0,Yes,No,"north indian, chinese, kebab, biryani",whitefield,kr puram,KBC - Kebab Biryani Curry
KC Das,"sweet shop, quick bites",3.9,370,200.0,Yes,No,"mithai, street food",brigade road,mg road,KC Das
KC Das - Elite Sweets,"sweet shop, quick bites",3.2,29,200.0,No,No,"mithai, street food",kalyan nagar,kalyan nagar,KC Das - Elite Sweets
KC Das - Klassic Foods,"sweet shop, quick bites",3.0,18,200.0,No,No,"mithai, street food",jayanagar,jayanagar,KC Das - Klassic Foods
KC Das - Sai Sweets,"sweet shop, quick bites",2.9,56,200.0,No,No,"mithai, street food",jp nagar,jp nagar,KC Das - Sai Sweets
KC Das - Sweet Bite,"sweet shop, quick bites",3.5,20,200.0,No,No,"mithai, street food",church street,frazer town,KC Das - Sweet Bite
KC Das - Sweet Corner,"sweet shop, quick bites",2.9,46,200.0,No,No,"mithai, street food",hsr,hsr,KC Das - Sweet Corner
KC Das - Sweet House,"sweet shop, quick bites",3.0,32,200.0,No,No,"mithai, street food",new bel road,new bel road,KC Das - Sweet House
KC Das - Sweet Paradise,"sweet shop, quick bites",2.9,52,200.0,No,No,"mithai, street food",indiranagar,indiranagar,KC Das - Sweet Paradise
KC Das - Sweet Sadan,"sweet shop, quick bites",3.0,36,200.0,Yes,No,"mithai, street food",malleshwaram,malleshwaram,KC Das - Sweet Sadan
KC Das - Sweet Sensation,"sweet shop, quick bites",2.9,31,200.0,No,No,"mithai, street food",brookefield,whitefield,KC Das - Sweet Sensation
KC Das - Sweet Spot,"sweet shop, quick bites",3.6,46,200.0,No,No,"mithai, street food",banashankari,basavanagudi,KC Das - Sweet Spot
KC Das - The Delite Foods,"sweet shop, quick bites",3.3,29,200.0,No,No,"mithai, street food","byresandra,tavarekere,madiwala",btm,KC Das - The Delite Foods
KC Das- Sweet World,"sweet shop, quick bites",3.3,5,200.0,Yes,No,"mithai, street food",bannerghatta road,jp nagar,KC Das- Sweet World
Kebab Ganj,delivery,3.4,7,300.0,No,No,"kebab, rolls",koramangala 4th block,koramangala 6th block,Kebab Ganj
Kebabs & Kurries - ITC Gardenia,fine dining,4.3,355,3500.0,No,Yes,"north indian, mughlai",brigade road,richmond road,Kebabs & Kurries - ITC Gardenia
Kebarbiq,casual dining,4.0,138,800.0,No,No,"north indian, arabian, mughlai, middle eastern, grill",koramangala 4th block,koramangala 7th block,Kebarbiq
Kedia's Fun Food,quick bites,4.3,630,200.0,Yes,No,"north indian, street food, juices",banashankari,jayanagar,Kedia's Fun Food
Keep It Straight Cafe,cafe,3.9,202,500.0,Yes,Yes,"cafe, north indian, fast food","byresandra,tavarekere,madiwala",hsr,Keep It Straight Cafe
Keerthi Restaurant,quick bites,3.3,11,300.0,Yes,No,"north indian, chinese",bellandur,sarjapur road,Keerthi Restaurant
Keerthi Restaurant Andhra Style,quick bites,2.8,40,300.0,Yes,No,andhra,bellandur,marathahalli,Keerthi Restaurant Andhra Style
Kenny's Restaurant,quick bites,3.4,38,450.0,Yes,No,chinese,kalyan nagar,banaswadi,Kenny's Restaurant
Kenriy The Restro,casual dining,3.3,6,800.0,No,No,"goan, mangalorean",kalyan nagar,kammanahalli,Kenriy The Restro
Kentacky Chicken Corner,quick bites,4.0,102,300.0,No,No,"andhra, south indian",brigade road,richmond road,Kentacky Chicken Corner
Kentaky Fast Food,quick bites,3.2,46,350.0,No,No,"north indian, chinese, seafood",rajajinagar,basaveshwara nagar,Kentaky Fast Food
Kenz Karam,"takeaway, delivery",3.5,10,300.0,Yes,No,"desserts, beverages",brigade road,frazer town,Kenz Karam
Kerala Cafe,quick bites,3.2,4,300.0,No,No,"kerala, south indian, north indian",marathahalli,kaggadasapura,Kerala Cafe
Kerala Food,quick bites,2.8,40,200.0,No,No,"south indian, chinese, north indian",church street,vasanth nagar,Kerala Food
Kerala Foods,quick bites,3.5,10,250.0,No,No,kerala,church street,vasanth nagar,Kerala Foods
Kerala Kitchen,quick bites,3.1,32,200.0,No,No,"kerala, south indian",lavelle road,brigade road,Kerala Kitchen
Kerala Mess,mess,2.9,40,300.0,Yes,No,"chinese, kerala, north indian",kalyan nagar,nagawara,Kerala Mess
Kerala Mess Upahar,mess,3.7,123,300.0,Yes,No,"kerala, biryani, south indian",bellandur,bellandur,Kerala Mess Upahar
Kerala Mess. SIJI's MESS,mess,2.8,40,100.0,No,No,kerala,koramangala 4th block,ejipura,Kerala Mess. SIJI's MESS
Kerala Panoor Restaurant,quick bites,3.5,137,350.0,Yes,No,"kerala, seafood, biryani, south indian",bellandur,bellandur,Kerala Panoor Restaurant
Kerala Pavilion,quick bites,3.8,305,300.0,Yes,No,"kerala, south indian, seafood, biryani",koramangala 5th block,domlur,Kerala Pavilion
Kerala Restaurant,quick bites,3.4,66,450.0,Yes,No,"kerala, biryani",brookefield,whitefield,Kerala Restaurant
Kerala Tiffin,delivery,3.9,162,300.0,Yes,No,kerala,brookefield,whitefield,Kerala Tiffin
Kerala Vibes,casual dining,3.6,80,500.0,No,No,kerala,indiranagar,jeevan bhima nagar,Kerala Vibes
Kesar Rajasthani Parotha Point,quick bites,3.9,34,200.0,Yes,No,"north indian, rajasthani",basavanagudi,basavanagudi,Kesar Rajasthani Parotha Point
Kesar Restaurant,quick bites,3.6,48,200.0,Yes,No,"north indian, chinese, south indian",bannerghatta road,jp nagar,Kesar Restaurant
Kesar Sweet Shop and Fast Food,quick bites,3.9,47,500.0,No,No,"north indian, south indian, chinese, street food, mithai",kalyan nagar,kalyan nagar,Kesar Sweet Shop and Fast Food
Kesariya,casual dining,4.2,174,1200.0,No,Yes,rajasthani,malleshwaram,sadashiv nagar,Kesariya
Keshava Kabab Centre,quick bites,3.2,7,200.0,No,No,north indian,jayanagar,jp nagar,Keshava Kabab Centre
Keto Kitchen,casual dining,3.1,18,500.0,Yes,No,healthy food,indiranagar,indiranagar,Keto Kitchen
Kettle & Kegs,delivery,2.9,9,200.0,Yes,No,"tea, beverages",kalyan nagar,kammanahalli,Kettle & Kegs
Kettle On,quick bites,3.7,110,400.0,Yes,No,"fast food, sandwich, beverages",electronic city,electronic city,Kettle On
Ketty's Corner,quick bites,3.3,4,200.0,No,No,"fast food, street food, beverages",new bel road,new bel road,Ketty's Corner
Keventers,"beverage shop, dessert parlor",3.0,14,400.0,No,No,"desserts, beverages, ice cream",brigade road,brigade road,Keventers
Kevins Kitchen,quick bites,3.7,103,400.0,Yes,No,"north indian, chinese, biryani","byresandra,tavarekere,madiwala",koramangala 6th block,Kevins Kitchen
Keys Cafe - Keys Hotel,casual dining,3.8,115,1200.0,No,No,"chinese, continental, north indian",electronic city,electronic city,Keys Cafe - Keys Hotel
KFC,food court,2.8,246,400.0,Yes,No,"burger, fast food",brookefield,"itpl main road, whitefield",KFC
KF's Biryani's and Kababs,quick bites,3.4,17,400.0,Yes,No,"biryani, kebab","byresandra,tavarekere,madiwala",koramangala 4th block,KF's Biryani's and Kababs
Khai Khai,quick bites,3.9,50,450.0,Yes,No,bengali,"byresandra,tavarekere,madiwala",hsr,Khai Khai
Khaja Point,quick bites,2.8,40,300.0,No,No,"north indian, chinese, biryani","byresandra,tavarekere,madiwala",btm,Khaja Point
Khan Saab Hotel,quick bites,3.1,16,300.0,Yes,No,"north indian, biryani, chinese","byresandra,tavarekere,madiwala",bommanahalli,Khan Saab Hotel
Khan Saheb Grills and Rolls,"food court, quick bites",2.6,24,400.0,Yes,No,"fast food, rolls",malleshwaram,malleshwaram,Khan Saheb Grills and Rolls
Khana Khazana,delivery,3.7,22,400.0,Yes,No,north indian,bannerghatta road,bannerghatta road,Khana Khazana
Khane Ka Khazana,quick bites,3.5,17,250.0,Yes,No,north indian,brookefield,"itpl main road, whitefield",Khane Ka Khazana
Khan's Biryani,quick bites,3.0,11,200.0,Yes,No,"biryani, north indian",jayanagar,btm,Khan's Biryani
Khatta Meetha Teekha,quick bites,4.2,189,300.0,Yes,No,"street food, north indian, mithai, chinese, beverages","byresandra,tavarekere,madiwala",koramangala 6th block,Khatta Meetha Teekha
Khawa Karpo,quick bites,4.3,988,350.0,No,No,"chinese, tibetan, momos","byresandra,tavarekere,madiwala",koramangala 5th block,Khawa Karpo
Khazana Food Paradise,quick bites,4.1,356,400.0,No,No,"north indian, biryani",brigade road,richmond road,Khazana Food Paradise
Kheer Kadamb - Bengali Sweets and Snacks,"sweet shop, quick bites",2.8,40,300.0,No,No,"mithai, street food",brookefield,whitefield,Kheer Kadamb - Bengali Sweets and Snacks
Khichadiwala,"takeaway, delivery",3.9,15,400.0,Yes,No,north indian,"byresandra,tavarekere,madiwala",hsr,Khichadiwala
Khiche Chale Aao,quick bites,2.8,40,300.0,Yes,No,"north indian, fast food",koramangala 4th block,koramangala 6th block,Khiche Chale Aao
Kholi Mane,quick bites,3.6,46,450.0,No,No,"andhra, south indian, biryani, north indian",banashankari,basavanagudi,Kholi Mane
KHOPCHA,takeaway,4.0,154,200.0,Yes,No,"fast food, rolls, kebab",new bel road,sahakara nagar,KHOPCHA
Khushi Kitchen,quick bites,3.3,69,400.0,Yes,No,"street food, north indian, bengali, oriya",indiranagar,thippasandra,Khushi Kitchen
Khyma Biryani,casual dining,3.9,240,600.0,Yes,No,biryani,kalyan nagar,kalyan nagar,Khyma Biryani
Kia's Kitchen,delivery,3.5,12,600.0,Yes,No,"north indian, chinese",hsr,hsr,Kia's Kitchen
Kichukkhon,quick bites,2.9,48,250.0,No,No,"bengali, oriya",marathahalli,marathahalli,Kichukkhon
Kick Out the Jams,delivery,4.0,528,350.0,Yes,No,"burger, american, italian",brigade road,ejipura,Kick Out the Jams
Kickin Burger,quick bites,3.1,22,400.0,Yes,No,fast food,basavanagudi,jayanagar,Kickin Burger
Kidambi's Kitchen,quick bites,3.4,52,300.0,No,No,south indian,jayanagar,banashankari,Kidambi's Kitchen
Kidilum,casual dining,3.6,32,450.0,Yes,No,"north indian, chinese, kerala",bellandur,marathahalli,Kidilum
Kijiji - Chal Yaha Khate Hai,quick bites,3.7,306,400.0,Yes,No,"north indian, gujarati, street food",kalyan nagar,nagawara,Kijiji - Chal Yaha Khate Hai
Kiko,"takeaway, delivery",3.4,10,500.0,Yes,No,"salad, chinese",kalyan nagar,kammanahalli,Kiko
Kim Lee Restaurant,casual dining,3.8,149,700.0,Yes,No,chinese,malleshwaram,rajajinagar,Kim Lee Restaurant
Kinara Family Restaurant,casual dining,3.5,11,600.0,No,No,"south indian, north indian, chinese",electronic city,electronic city,Kinara Family Restaurant
Kinara Tiffany,quick bites,3.6,15,100.0,No,No,south indian,church street,vasanth nagar,Kinara Tiffany
King,quick bites,3.7,570,300.0,Yes,No,"north indian, chinese",electronic city,electronic city,King
King Burger Cafeteria,quick bites,3.1,11,250.0,No,No,"fast food, juices",indiranagar,indiranagar,King Burger Cafeteria
King Kong,quick bites,3.8,63,300.0,No,No,"chinese, momos",frazer town,frazer town,King Kong
King Of Spices,casual dining,3.7,25,500.0,Yes,No,"south indian, north indian, chinese, biryani, beverages",brookefield,whitefield,King Of Spices
King Punjabi Restaurant,quick bites,3.8,52,300.0,No,No,north indian,"byresandra,tavarekere,madiwala",btm,King Punjabi Restaurant
Kingley Grand,casual dining,3.5,11,600.0,Yes,No,"biryani, north indian, chinese",brookefield,marathahalli,Kingley Grand
King's Appetite,"food court, quick bites",3.7,45,500.0,Yes,No,"north indian, chinese",electronic city,electronic city,King's Appetite
Kings Court,casual dining,3.1,12,800.0,Yes,No,"north indian, mughlai, chinese",kalyan nagar,kalyan nagar,Kings Court
Kings Kitchen,delivery,3.3,7,500.0,Yes,No,"biryani, north indian","byresandra,tavarekere,madiwala",koramangala 1st block,Kings Kitchen
Kinpeetos,quick bites,3.9,64,300.0,Yes,No,"lebanese, greek","byresandra,tavarekere,madiwala",koramangala 5th block,Kinpeetos
Kirthi's Biryani,cafe,3.8,144,700.0,Yes,No,"chinese, cafe, italian",banashankari,banashankari,Kirthi's Biryani
Kishi's Cafe,quick bites,3.5,14,500.0,Yes,No,"fast food, street food",new bel road,sahakara nagar,Kishi's Cafe
Kisna Cafe,quick bites,3.5,11,300.0,Yes,No,"south indian, north indian",indiranagar,old airport road,Kisna Cafe
Kitchen Aroma,takeaway,3.4,7,400.0,No,No,desserts,brookefield,whitefield,Kitchen Aroma
Kitchen Boy,"takeaway, delivery",2.8,40,300.0,No,No,"north indian, fast food",sarjapur road,sarjapur road,Kitchen Boy
Kitchen Garden,quick bites,3.6,244,300.0,Yes,No,"north indian, chinese",banashankari,kumaraswamy layout,Kitchen Garden
Kitchen Katta,quick bites,4.1,196,300.0,Yes,No,maharashtrian,malleshwaram,sanjay nagar,Kitchen Katta
Kitchen King,quick bites,3.8,306,400.0,Yes,No,"rolls, fast food, biryani",kalyan nagar,nagawara,Kitchen King
Kitchen King Naati Style,casual dining,3.8,27,500.0,Yes,No,south indian,malleshwaram,rajajinagar,Kitchen King Naati Style
Kitchen of Joy,casual dining,3.8,210,500.0,No,No,"bengali, north indian, chinese, rolls",marathahalli,kaggadasapura,Kitchen of Joy
Kitchen On Table,casual dining,4.0,45,1500.0,Yes,No,"japanese, sushi, asian",indiranagar,brigade road,Kitchen On Table
Kitchen Online,"takeaway, delivery",3.3,6,300.0,No,No,north indian,brookefield,whitefield,Kitchen Online
Kitchen Rabbit,quick bites,3.6,18,500.0,Yes,No,"north indian, chinese, andhra",brookefield,whitefield,Kitchen Rabbit
Kitchen24,takeaway,2.8,40,300.0,Yes,No,"italian, continental, chinese, thai, american, arabian",bannerghatta road,btm,Kitchen24
Kitchens Of Chettinad,quick bites,2.8,40,250.0,Yes,No,south indian,brookefield,whitefield,Kitchens Of Chettinad
Kitchen's Sea Food Restaurant,"takeaway, delivery",3.4,9,800.0,No,No,"seafood, north indian, chinese",koramangala 4th block,koramangala 8th block,Kitchen's Sea Food Restaurant
Kitchens@BTM,"takeaway, delivery",3.9,224,400.0,Yes,No,"biryani, kerala, mughlai, street food, north indian, chinese, south indian, andhra","byresandra,tavarekere,madiwala",btm,Kitchens@BTM
Kitchens@Electronic City,"takeaway, delivery",2.8,40,600.0,Yes,No,"italian, chinese, continental, north indian",electronic city,electronic city,Kitchens@Electronic City
Kitchens@HSR,"takeaway, delivery",3.1,247,200.0,Yes,No,"biryani, kerala, mughlai, street food, north indian, chinese, south indian, andhra",hsr,hsr,Kitchens@HSR
Kitchens@JP Nagar,"takeaway, delivery",3.9,488,400.0,Yes,No,"biryani, kerala, mughlai, street food, north indian, chinese, south indian, andhra",bannerghatta road,jp nagar,Kitchens@JP Nagar
Kitchens@Mahadevpura,delivery,3.9,125,600.0,Yes,No,"italian, north indian, south indian, chinese",whitefield,whitefield,Kitchens@Mahadevpura
Kitchens@Whitefield,"takeaway, delivery",3.4,215,400.0,Yes,No,"biryani, kerala, mughlai, street food, north indian, chinese, south indian, andhra",brookefield,"varthur main road, whitefield",Kitchens@Whitefield
Kittu's,casual dining,4.2,800,750.0,Yes,Yes,north indian,electronic city,electronic city,Kittu's
KittyKo,"bar, lounge",4.1,179,3000.0,No,No,"finger food, continental",malleshwaram,seshadripuram,KittyKo
Kitty's Cafe,quick bites,3.6,43,300.0,Yes,No,fast food,malleshwaram,new bel road,Kitty's Cafe
KKR FOODIES,casual dining,3.7,37,400.0,Yes,No,"biryani, chinese, fast food, north indian","byresandra,tavarekere,madiwala",btm,KKR FOODIES
KL-58 Thalassery Cafe,quick bites,3.5,14,200.0,No,No,kerala,new bel road,new bel road,KL-58 Thalassery Cafe
KLINX - Hilton Bangalore Embassy GolfLinks,bar,4.2,209,2000.0,No,Yes,"european, asian",koramangala 4th block,domlur,KLINX - Hilton Bangalore Embassy GolfLinks
Kloudish Kitchen,delivery,3.5,15,250.0,Yes,No,"north indian, south indian",kalyan nagar,hennur,Kloudish Kitchen
Knight Riders,bar,2.4,25,1000.0,No,No,"chinese, european",indiranagar,domlur,Knight Riders
Knight Ryders,delivery,3.4,239,400.0,Yes,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm,Knight Ryders
Knowhere,bar,3.8,52,1300.0,No,No,"continental, finger food",frazer town,banaswadi,Knowhere
Kobe Sizzlers,casual dining,4.0,398,1500.0,Yes,No,"american, continental, fast food, steak",kalyan nagar,nagawara,Kobe Sizzlers
Kofabell,casual dining,3.2,4,500.0,No,No,north indian,marathahalli,marathahalli,Kofabell
Koithio Kitchen,quick bites,3.3,4,600.0,No,No,"chinese, momos",new bel road,new bel road,Koithio Kitchen
Kokomo,delivery,4.0,193,500.0,Yes,No,"thai, chinese","byresandra,tavarekere,madiwala",koramangala 6th block,Kokomo
Kolbeh,quick bites,3.7,22,500.0,No,No,fast food,banashankari,banashankari,Kolbeh
Kolkata Biriyani,delivery,3.9,412,300.0,No,No,"biryani, bengali",marathahalli,marathahalli,Kolkata Biriyani
Kolkata Biryani Center,quick bites,3.8,40,250.0,Yes,No,biryani,whitefield,whitefield,Kolkata Biryani Center
Kolkata Famous Kathi Rolls,quick bites,3.5,14,200.0,Yes,No,"fast food, rolls",electronic city,electronic city,Kolkata Famous Kathi Rolls
Kolkata Famous Kati Roll,kiosk,3.3,7,100.0,No,No,"fast food, rolls",sarjapur road,bellandur,Kolkata Famous Kati Roll
Kolkata Famous Kati Rolls,kiosk,3.1,4,200.0,Yes,No,"fast food, rolls",kalyan nagar,banaswadi,Kolkata Famous Kati Rolls
Kolkata Famous Katti Rolls,quick bites,3.4,8,200.0,Yes,No,"fast food, rolls",brookefield,marathahalli,Kolkata Famous Katti Rolls
