restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
Maravanthe,casual dining,3.5,12,650.0,Yes,No,"mangalorean, seafood",brigade road,brigade road
Marenahalli Donne Biriyani,quick bites,3.9,259,300.0,Yes,No,"biryani, fast food",basavanagudi,jp nagar
Marhaba,casual dining,3.6,42,600.0,Yes,No,"arabian, mediterranean, north indian",kalyan nagar,nagawara
Maria Taste Circle,casual dining,3.9,666,450.0,Yes,No,"south indian, north indian, kerala, seafood",brookefield,marathahalli
Maria's Goan Kitchen,casual dining,3.9,391,750.0,Yes,No,"goan, chinese, biryani","byresandra,tavarekere,madiwala",koramangala 7th block
Marigold Fine Dine Restaurant,casual dining,4.0,288,1500.0,No,Yes,"continental, asian",brookefield,whitefield
Mark,"takeaway, delivery",3.7,36,500.0,Yes,No,"andhra, fast food",hsr,hsr
Market Table,cafe,4.5,546,900.0,No,Yes,"cafe, continental, mediterranean, beverages","byresandra,tavarekere,madiwala",koramangala 5th block
Marley's Bistro,casual dining,3.9,93,400.0,Yes,No,"continental, european, salad, beverages, italian, burger",electronic city,electronic city
Marmaris,quick bites,3.8,76,300.0,No,No,"north indian, momos",electronic city,electronic city
Mars Chicken Delight,casual dining,3.7,107,500.0,No,No,"north indian, chinese, biryani, beverages",koramangala 4th block,koramangala 1st block
Martino's,quick bites,3.6,30,350.0,No,No,"italian, pizza",koramangala 4th block,koramangala 1st block
Marunadan Kada,quick bites,3.3,6,250.0,No,No,"kerala, tea","byresandra,tavarekere,madiwala",btm
Maruthi Davangere Benne Dosa,quick bites,4.0,17,150.0,Yes,No,south indian,banashankari,banashankari
Maruti Garden,quick bites,3.5,40,500.0,No,No,"north indian, kerala",koramangala 6th block,btm
Marwa Family Restaurant,quick bites,3.0,8,500.0,No,No,"north indian, chinese",electronic city,electronic city
Marwa Restaurant,casual dining,3.5,551,600.0,Yes,Yes,"north indian, chinese, fast food, bbq",bannerghatta road,bannerghatta road
Marwari Basa,quick bites,3.1,26,300.0,Yes,No,"rajasthani, north indian",bellandur,bellandur
Mary Cafe,quick bites,3.3,17,150.0,No,No,"chinese, south indian",indiranagar,thippasandra
Marzipan @ The Bohemian House,cafe,4.2,49,700.0,Yes,No,cafe,basavanagudi,richmond road
Marzipan Cafe & Bakery,"cafe, bakery",4.2,430,700.0,Yes,No,"cafe, mediterranean, bakery, greek",indiranagar,ulsoor
Masala Central,quick bites,3.7,74,300.0,Yes,No,north indian,brigade road,frazer town
Masala Chai,"beverage shop, quick bites",4.1,191,250.0,Yes,No,"beverages, fast food, tea",brookefield,whitefield
Masala Dani - The Paul,casual dining,3.7,56,1800.0,No,No,"mughlai, north indian",indiranagar,domlur
Masala Kitchen,casual dining,3.0,4,700.0,No,No,north indian,lavelle road,brigade road
Masala Klub - The Taj West End,fine dining,4.4,309,4000.0,No,Yes,"north indian, south indian",church street,race course road
Masala Oota,quick bites,3.6,79,500.0,Yes,No,"south indian, biryani",brigade road,residency road
Masala Secret Eat WOW,quick bites,3.6,14,300.0,Yes,No,"street food, fast food, chinese, momos",hsr,hsr
Masale Daan,delivery,3.1,4,350.0,Yes,No,north indian,banashankari,banashankari
Mast Biryani - Fresh Indian Kitchen,casual dining,3.5,254,500.0,No,No,"biryani, north indian, mughlai, fast food",marathahalli,marathahalli
Mast Biryani - Night Express,delivery,3.5,17,500.0,No,No,"north indian, biryani, fast food",marathahalli,east bangalore
Mast Kalandar,casual dining,2.1,337,450.0,No,No,north indian,bellandur,bellandur
Mast Punjabi,quick bites,2.6,231,400.0,Yes,No,"north indian, chinese, rolls, biryani, kebab",banashankari,kumaraswamy layout
Mast Punjabi Spice,"takeaway, delivery",2.9,34,400.0,Yes,No,north indian,electronic city,electronic city
Master Brothers,bakery,3.3,7,450.0,Yes,No,"desserts, bakery",brookefield,whitefield
Master Chifoo,casual dining,3.9,55,800.0,Yes,No,"chinese, thai, momos",brookefield,marathahalli
Masti Masala,quick bites,4.0,397,450.0,Yes,No,north indian,malleshwaram,rajajinagar
Mathsya Darshini,quick bites,3.2,57,350.0,No,No,"seafood, mangalorean",brigade road,lavelle road
Matinee Bar & Kitchen,casual dining,4.2,340,1700.0,Yes,Yes,"bbq, continental, north indian, pizza, european",bellandur,marathahalli
Matka,casual dining,3.5,27,700.0,Yes,Yes,"north indian, biryani",hsr,hsr
Matka House,quick bites,3.9,391,450.0,Yes,No,"north indian, chinese, continental, biryani",marathahalli,kaggadasapura
Matru Sagar,quick bites,3.6,84,250.0,Yes,No,"south indian, north indian, chinese",banashankari,banashankari
Matsuri - The Chancery Hotel,"casual dining, bar",4.4,183,1800.0,No,Yes,japanese,brigade road,lavelle road
Matsya Loka,quick bites,3.6,153,400.0,Yes,No,seafood,kalyan nagar,nagawara
Matsya Lunch Home,quick bites,3.7,10,400.0,Yes,No,mangalorean,malleshwaram,malleshwaram
Matteo Coffea,cafe,4.2,858,600.0,No,No,cafe,indiranagar,indiranagar
Mavalli Tiffin Room (MTR),casual dining,3.7,560,400.0,No,No,south indian,whitefield,whitefield
Maven Foods,quick bites,3.6,12,650.0,No,No,"continental, north indian, south indian",koramangala 4th block,koramangala 4th block
Mawa and Co,bakery,2.8,40,300.0,No,No,"bakery, fast food",jayanagar,jayanagar
Maxpresso,cafe,4.1,323,700.0,Yes,No,"cafe, american, italian, beverages",brigade road,koramangala 7th block
Mayo N Burger,quick bites,3.2,4,250.0,Yes,No,american,indiranagar,indiranagar
Mayonaise,cafe,3.8,44,500.0,Yes,No,"cafe, continental, beverages",kalyan nagar,banaswadi
Mayur,casual dining,3.6,18,500.0,No,No,"andhra, north indian, chinese","byresandra,tavarekere,madiwala",btm
Mayur Veg Restaurant,quick bites,2.8,40,250.0,No,No,"south indian, chinese, north indian, juices",rajajinagar,vijay nagar
Mayura 1989,"casual dining, bar",3.7,103,900.0,No,No,"andhra, continental, chinese",rajajinagar,rajajinagar
Mayura Grand,casual dining,3.5,20,400.0,No,No,"south indian, north indian",koramangala 4th block,koramangala 6th block
Mayura Grand Pure Veg Restaurant,casual dining,2.8,40,600.0,No,No,"north indian, south indian, chinese",koramangala 4th block,koramangala 6th block
Mayura Sagar,quick bites,3.6,194,250.0,No,No,"chinese, north indian, south indian",brookefield,brookefield
Mayura Vybhava,quick bites,3.1,12,250.0,No,No,"south indian, north indian, chinese, street food",whitefield,whitefield
Mayuri,casual dining,2.5,79,700.0,No,No,"andhra, north indian, chinese",new bel road,new bel road
Mayuri Multicuisine Restaurant,casual dining,3.6,12,500.0,No,No,north indian,marathahalli,marathahalli
Mazedaar,quick bites,3.2,10,300.0,No,No,"north indian, chinese",kalyan nagar,hbr layout
Maziga,casual dining,4.7,292,1500.0,No,No,modern indian,whitefield,whitefield
MBR Dum Biryani County,quick bites,3.5,24,150.0,No,No,"biryani, north indian",electronic city,electronic city
Mc Donald's,quick bites,3.9,116,500.0,No,No,"burger, fast food",whitefield,whitefield
McDonald's,quick bites,2.7,92,500.0,Yes,No,"burger, fast food",frazer town,commercial street
McDonald's Play Place,quick bites,3.7,123,500.0,Yes,No,"burger, fast food",electronic city,electronic city
McLeans Italian Pizzeria,delivery,3.4,30,500.0,Yes,No,"american, pizza",brigade road,ejipura
MDP Coffee House,quick bites,3.5,13,200.0,No,No,south indian,brigade road,commercial street
Me And My Cake,bakery,3.5,18,500.0,No,No,"bakery, desserts",marathahalli,marathahalli
Me N U,quick bites,2.8,40,500.0,No,No,"finger food, wraps, cafe, continental, healthy food",bannerghatta road,bannerghatta road
Meal & Biryani,quick bites,3.6,19,450.0,Yes,No,"andhra, south indian","byresandra,tavarekere,madiwala",bommanahalli
Meal In A Box,delivery,3.6,15,300.0,No,No,street food,koramangala 4th block,koramangala 7th block
Meal Square,delivery,3.2,8,600.0,Yes,No,"north indian, chinese",bannerghatta road,bannerghatta road
MealBox Inc.,casual dining,3.9,36,800.0,Yes,No,north indian,marathahalli,marathahalli
Mealer.in,delivery,3.5,21,450.0,Yes,No,"north indian, biryani",marathahalli,marathahalli
Mealsbaba,"takeaway, delivery",3.6,57,400.0,Yes,No,north indian,koramangala 5th block,hsr
MealsTree,delivery,3.6,162,400.0,Yes,No,north indian,brookefield,marathahalli
Meat And Eat,quick bites,2.8,39,500.0,Yes,No,"fast food, burger",bellandur,sarjapur road
Meat And Eat (ME),quick bites,3.6,97,500.0,No,No,"fast food, burger",old airport road,old airport road
Meat Up Barbecue & More,quick bites,3.7,17,400.0,No,No,"bbq, fast food",kalyan nagar,kalyan nagar
Meaza Ginger Multi Cuisine Restaurant,casual dining,3.6,91,550.0,Yes,No,"north indian, chinese, south indian, kerala",brigade road,indiranagar
Mecaf Family Restaurant,casual dining,3.9,214,400.0,Yes,No,"north indian, chinese, fast food",basavanagudi,btm
Meena's Kitchen,delivery,3.5,10,400.0,Yes,No,"continental, north indian, mexican",brookefield,marathahalli
Meenu Oota Da Maane,casual dining,3.0,22,700.0,Yes,No,"seafood, mangalorean, chinese",indiranagar,brigade road
Meeraa's Beegara Oota,casual dining,3.8,258,550.0,Yes,No,"south indian, biryani, chinese",hsr,hsr
Mega Bite,casual dining,3.5,54,1100.0,No,Yes,"north indian, chinese, south indian, continental",whitefield,whitefield
Meghana Biriyanis,quick bites,3.9,375,400.0,Yes,No,"andhra, biryani, south indian, chinese",kalyan nagar,nagawara
Meghana Biryani,casual dining,2.3,235,800.0,Yes,No,north indian,bellandur,bellandur
Meghana Foods,casual dining,4.2,1745,750.0,Yes,Yes,"biryani, chinese, north indian, seafood",indiranagar,indiranagar
Meghana Foods Grand,casual dining,4.2,3334,600.0,Yes,No,"biryani, seafood, andhra, north indian",bellandur,marathahalli
Meghana Grand,casual dining,3.5,131,800.0,Yes,No,"biryani, andhra",brookefield,whitefield
Mehfil Family Restaurant,quick bites,3.0,81,750.0,Yes,No,north indian,malleshwaram,malleshwaram
Melange - Hotel Ekaa,casual dining,3.2,426,900.0,Yes,Yes,"north indian, chinese, continental, mangalorean",electronic city,electronic city
Melange - Radisson Blu,fine dining,4.5,785,2700.0,No,Yes,"north indian, continental, chinese, south indian",marathahalli,marathahalli
Mel's Korner,quick bites,3.7,95,500.0,No,No,fast food,lavelle road,church street
Melt,casual dining,4.0,115,1000.0,No,No,"continental, steak, fast food","byresandra,tavarekere,madiwala",btm
Melt - Eden Park,casual dining,4.0,347,1000.0,Yes,Yes,"north indian, chinese, thai, mughlai, seafood",bannerghatta road,jp nagar
Melting Melodies,bakery,2.8,40,300.0,No,No,bakery,banashankari,banashankari
Melting Pot at Woodrose,quick bites,3.7,19,800.0,Yes,No,north indian,bannerghatta road,jp nagar
Melting Spot,"cafe, dessert parlor",4.0,134,600.0,No,No,"cafe, desserts, beverages, italian",indiranagar,indiranagar
Memories of China - Taj MG Road Bengaluru,fine dining,4.3,449,3000.0,No,Yes,"chinese, momos",brigade road,mg road
Meraki Patisserie,bakery,3.3,6,350.0,No,No,"bakery, desserts","byresandra,tavarekere,madiwala",jayanagar
Meridian South - A Pure Vegetarian Restaurant,casual dining,2.8,40,600.0,No,No,"north indian, south indian, chinese",electronic city,electronic city
Mesa Deli - Svenska Design Hotel,casual dining,3.2,9,600.0,Yes,Yes,"north indian, italian",electronic city,electronic city
Mesa Lounge Bar - Svenska Design Hotel,lounge,3.5,49,1500.0,No,Yes,"north indian, pizza, asian, italian",electronic city,electronic city
Messy Bowl,quick bites,3.5,73,500.0,No,No,"fast food, beverages",jayanagar,banashankari
Messy Eats,"bakery, dessert parlor",3.9,133,500.0,No,No,"bakery, desserts",malleshwaram,new bel road
Messy's,quick bites,3.8,108,400.0,Yes,No,fast food,electronic city,electronic city
Metrolicious,"takeaway, delivery",3.5,38,400.0,Yes,No,"north indian, chinese, biryani",whitefield,whitefield
Mexican Burrito,"takeaway, delivery",4.0,160,450.0,No,No,"mexican, fast food",new bel road,sahakara nagar
Mexican Taste,"takeaway, delivery",3.3,9,200.0,Yes,No,"fast food, burger, rolls, salad",malleshwaram,new bel road
Mezban Family Restaurant,quick bites,3.5,40,300.0,Yes,No,"chinese, north indian",basavanagudi,basavanagudi
MG's Fine Dining & Bar - Springs Hotel & Spa,casual dining,3.8,21,800.0,No,Yes,"north indian, asian, continental",basavanagudi,basavanagudi
Mid Night Hunting,"takeaway, delivery",3.7,127,300.0,Yes,No,"fast food, italian","byresandra,tavarekere,madiwala",ejipura
Midas Touch,bakery,3.2,19,300.0,No,No,"bakery, fast food, desserts",brookefield,brookefield
Mid-Night Crunch,"takeaway, delivery",3.6,455,400.0,Yes,No,"north indian, chinese","byresandra,tavarekere,madiwala",hsr
Midnight Eats,delivery,3.0,114,500.0,Yes,No,"north indian, chinese",brigade road,frazer town
Midnight Express,"takeaway, delivery",2.8,26,650.0,No,No,"north indian, chinese, continental","byresandra,tavarekere,madiwala",koramangala 5th block
Midnight Food Point,delivery,2.7,37,500.0,Yes,No,"north indian, chinese, mughlai, biryani",kalyan nagar,kalyan nagar
Midnight Hunger Project,delivery,3.2,6,300.0,No,No,"north indian, south indian, chinese",new bel road,new bel road
Midnight Hunger Solutions 24/7,delivery,2.1,252,500.0,Yes,No,"north indian, mughlai, chinese",brigade road,indiranagar
Midnight Mania,delivery,3.8,599,700.0,Yes,No,"pizza, italian, beverages",brookefield,marathahalli
Midnight Pizza Slurpp,delivery,3.7,99,700.0,No,No,"italian, pizza",koramangala 4th block,koramangala 4th block
Midnight Restro,delivery,3.4,55,500.0,Yes,No,"north indian, fast food","byresandra,tavarekere,madiwala",btm
Midnight Special,delivery,3.7,26,500.0,Yes,No,"north indian, fast food, chinese",koramangala 5th block,hsr
Mighty Paws,cafe,4.0,136,500.0,Yes,No,cafe,bellandur,sarjapur road
Mighty Small,"casual dining, bar",4.1,258,1200.0,No,No,"continental, chinese",indiranagar,mg road
Mikusu - Conrad Bengaluru,fine dining,4.1,80,3000.0,No,Yes,"japanese, chinese, thai",brigade road,ulsoor
Milano Ice Cream,dessert parlor,4.5,197,400.0,No,No,"ice cream, desserts",basavanagudi,jayanagar
Milk N Shakes,beverage shop,3.7,45,300.0,Yes,No,beverages,brigade road,koramangala 8th block
Milkshake Kulture,beverage shop,3.5,10,300.0,No,No,beverages,electronic city,electronic city
Milkyway Ice Creams,food court,3.7,25,300.0,Yes,No,ice cream,bellandur,bellandur
Milkyway Ice Creams & Fast Food,quick bites,2.8,40,200.0,Yes,No,"fast food, ice cream, beverages",brookefield,"itpl main road, whitefield"
Millennium Plaza,casual dining,3.4,19,700.0,Yes,No,north indian,electronic city,electronic city
Millers 46,casual dining,4.4,2266,1100.0,No,Yes,"american, continental, steak",church street,vasanth nagar
Millet Mama,quick bites,3.9,18,200.0,Yes,No,"south indian, healthy food",banashankari,basavanagudi
Mimansa @ Foxtrot,cafe,4.4,190,1000.0,Yes,Yes,cafe,hsr,koramangala 3rd block
Min Mini Punjabi Dhaba,quick bites,3.9,85,400.0,Yes,No,north indian,"byresandra,tavarekere,madiwala",koramangala 7th block
Mini Adiga's,quick bites,2.8,27,250.0,No,No,"south indian, north indian, chinese, street food, juices","byresandra,tavarekere,madiwala",btm
Mini Fast Food,quick bites,3.1,11,150.0,No,No,"fast food, chinese",frazer town,frazer town
Mini Forest,quick bites,3.3,6,500.0,No,No,"fast food, desserts",bannerghatta road,jp nagar
Mini Punjabi Dhaba,quick bites,4.2,287,350.0,Yes,No,north indian,banashankari,banashankari
Mini Wok,quick bites,2.8,40,200.0,No,No,"chinese, fast food",indiranagar,indiranagar
MiniMelts,dessert parlor,3.9,66,200.0,No,No,ice cream,lavelle road,brigade road
Ministry of Food - Hilton Bangalore Embassy GolfLinks,fine dining,4.2,468,3000.0,No,Yes,"north indian, asian, south indian, italian, european",koramangala 4th block,domlur
Mint and Mustard,casual dining,4.0,232,750.0,Yes,No,"north indian, chinese",banashankari,basavanagudi
Mint Masala,casual dining,2.8,252,1000.0,No,No,"north indian, chinese",church street,infantry road
Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,casual dining,3.0,12,500.0,Yes,No,"north indian, chinese",bellandur,bellandur
Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,casual dining,3.0,12,500.0,Yes,No,"north indian, chinese",sarjapur road,bellandur
Minuit 12,"takeaway, delivery",2.8,40,350.0,Yes,No,"north indian, chinese, fast food",marathahalli,marathahalli
Minus 4,dessert parlor,3.2,4,300.0,No,No,desserts,sarjapur road,sarjapur road
Mira's Ranna-Ghor,delivery,3.6,15,250.0,No,No,bengali,sarjapur road,sarjapur road
Mirch,quick bites,3.7,94,400.0,Yes,No,"north indian, biryani","byresandra,tavarekere,madiwala",hsr
Mirch Masala,quick bites,3.4,6,500.0,Yes,No,north indian,bannerghatta road,jp nagar
Mirchi Bites- Spice Heaven,casual dining,2.7,12,650.0,Yes,No,"hyderabadi, biryani",brookefield,marathahalli
Miro Bar - Miraya Hotel & Residences,lounge,3.8,26,2000.0,No,No,"north indian, chinese, thai, asian",brookefield,whitefield
Misal Darbar,quick bites,3.0,21,200.0,Yes,No,maharashtrian,indiranagar,indiranagar
Mishmash,"casual dining, bar",3.9,1240,1400.0,Yes,No,"mediterranean, continental, north indian, mughlai, salad",bellandur,hsr
Mishra Pedha,sweet shop,3.3,4,300.0,No,No,"mithai, bakery",brigade road,richmond road
Mishra's Pedha Big Foods,dessert parlor,3.9,56,200.0,No,No,"desserts, mithai",basavanagudi,jayanagar
Miss Momo,quick bites,3.2,10,250.0,Yes,No,"tibetan, momos",basavanagudi,btm
Mist n Creams,dessert parlor,3.6,19,400.0,Yes,No,ice cream,whitefield,whitefield
Mistaan Sweets And Chaat,sweet shop,3.3,4,200.0,Yes,No,"street food, mithai",koramangala 4th block,hsr
MISU,casual dining,4.4,266,1700.0,Yes,Yes,"asian, japanese, korean, indonesian, malaysian, singaporean",old airport road,indiranagar
Mithai Time,"sweet shop, quick bites",3.0,56,200.0,Yes,No,"mithai, north indian, street food",brookefield,whitefield
Mitraa Da Pizza,delivery,2.8,40,250.0,Yes,No,"fast food, pizza",kalyan nagar,kammanahalli
Mitran Da Junction,quick bites,4.1,320,600.0,Yes,No,north indian,"byresandra,tavarekere,madiwala",koramangala 6th block
Mizo Kitchen,quick bites,3.8,27,400.0,No,No,"north eastern, chinese","byresandra,tavarekere,madiwala",koramangala 5th block
MK Biryani,quick bites,2.8,40,250.0,No,No,biryani,kalyan nagar,kammanahalli
MK Dabbawala,delivery,2.6,29,400.0,No,No,north indian,indiranagar,indiranagar
MM Bar & Restaurant,bar,3.4,6,700.0,No,No,"south indian, north indian",brigade road,shivajinagar
